"Frequency","Power"
5.17917e+09,-93.6761
5.17917e+09,-89.4237
5.17917e+09,-91.3013
5.17917e+09,-92.685
5.17917e+09,-95.9822
5.17917e+09,-93.2185
5.17917e+09,-95.8168
5.17917e+09,-99.0275
5.17917e+09,-98.1503
5.17917e+09,-95.9984
5.17917e+09,-88.5886
5.17917e+09,-87.0609
5.17918e+09,-93.6439
5.17918e+09,-97.1969
5.17918e+09,-94.856
5.17918e+09,-94.7002
5.17918e+09,-99.2515
5.17918e+09,-92.3204
5.17918e+09,-90.2204
5.17918e+09,-90.1713
5.17918e+09,-101.18
5.17918e+09,-106.068
5.17918e+09,-98.4535
5.17918e+09,-102.727
5.17918e+09,-120.406
5.17918e+09,-96.9259
5.17918e+09,-99.2799
5.17918e+09,-92.7747
5.17918e+09,-94.5807
5.17918e+09,-99.2639
5.17918e+09,-97.507
5.17919e+09,-100.817
5.17919e+09,-95.7398
5.17919e+09,-98.1599
5.17919e+09,-107.81
5.17919e+09,-107.573
5.17919e+09,-97.3971
5.17919e+09,-92.4369
5.17919e+09,-91.7956
5.17919e+09,-98.2904
5.17919e+09,-93.4776
5.17919e+09,-88.8728
5.17919e+09,-90.7068
5.17919e+09,-96.4827
5.17919e+09,-99.4251
5.17919e+09,-103.437
5.17919e+09,-100.786
5.17919e+09,-101.463
5.17919e+09,-97.9781
5.17919e+09,-94.3341
5.17919e+09,-96.4339
5.1792e+09,-96.5042
5.1792e+09,-92.931
5.1792e+09,-99.8237
5.1792e+09,-91.0829
5.1792e+09,-91.9805
5.1792e+09,-95.3853
5.1792e+09,-104.148
5.1792e+09,-95.1866
5.1792e+09,-99.1994
5.1792e+09,-99.7377
5.1792e+09,-97.4638
5.1792e+09,-100.49
5.1792e+09,-91.8318
5.1792e+09,-89.7878
5.1792e+09,-88.5331
5.1792e+09,-94.3694
5.1792e+09,-95.6347
5.1792e+09,-89.9604
5.1792e+09,-91.3878
5.17921e+09,-96.4
5.17921e+09,-97.3997
5.17921e+09,-96.7435
5.17921e+09,-100.895
5.17921e+09,-95.9226
5.17921e+09,-89.9362
5.17921e+09,-91.9568
5.17921e+09,-99.1232
5.17921e+09,-95.0177
5.17921e+09,-103.187
5.17921e+09,-93.7334
5.17921e+09,-100.736
5.17921e+09,-91.1404
5.17921e+09,-91.6713
5.17921e+09,-95.1665
5.17921e+09,-94.8774
5.17921e+09,-113.198
5.17921e+09,-92.8868
5.17921e+09,-92.0951
5.17921e+09,-91.3799
5.17922e+09,-91.4206
5.17922e+09,-95.5438
5.17922e+09,-91.0001
5.17922e+09,-96.5049
5.17922e+09,-94.2755
5.17922e+09,-88.8374
5.17922e+09,-91.5501
5.17922e+09,-97.6001
5.17922e+09,-101.082
5.17922e+09,-89.9534
5.17922e+09,-93.5919
5.17922e+09,-95.2942
5.17922e+09,-95.6308
5.17922e+09,-91.7874
5.17922e+09,-91.3814
5.17922e+09,-89.1164
5.17922e+09,-88.5206
5.17922e+09,-93.8691
5.17922e+09,-98.3187
5.17923e+09,-100.435
5.17923e+09,-104.506
5.17923e+09,-95.9784
5.17923e+09,-90.7638
5.17923e+09,-97.1007
5.17923e+09,-89.5086
5.17923e+09,-97.5261
5.17923e+09,-96.0943
5.17923e+09,-95.8912
5.17923e+09,-101.675
5.17923e+09,-108.636
5.17923e+09,-95.8808
5.17923e+09,-90.5087
5.17923e+09,-89.9271
5.17923e+09,-90.1372
5.17923e+09,-95.2511
5.17923e+09,-97.0557
5.17923e+09,-98.0279
5.17923e+09,-95.7113
5.17923e+09,-89.5745
5.17924e+09,-90.0285
5.17924e+09,-92.2136
5.17924e+09,-91.4389
5.17924e+09,-90.776
5.17924e+09,-91.9578
5.17924e+09,-91.9212
5.17924e+09,-92.7847
5.17924e+09,-92.8983
5.17924e+09,-91.0468
5.17924e+09,-90.893
5.17924e+09,-92.2418
5.17924e+09,-91.9262
5.17924e+09,-112.512
5.17924e+09,-99.3723
5.17924e+09,-95.3141
5.17924e+09,-92.1335
5.17924e+09,-89.1057
5.17924e+09,-90.9953
5.17924e+09,-98.9764
5.17925e+09,-99.2171
5.17925e+09,-100.35
5.17925e+09,-103.966
5.17925e+09,-95.994
5.17925e+09,-92.3576
5.17925e+09,-95.7598
5.17925e+09,-105.192
5.17925e+09,-98.5479
5.17925e+09,-93.5294
5.17925e+09,-91.6754
5.17925e+09,-92.0572
5.17925e+09,-100.48
5.17925e+09,-92.6438
5.17925e+09,-96.2179
5.17925e+09,-88.5173
5.17925e+09,-89.8537
5.17925e+09,-99.3006
5.17925e+09,-96.7338
5.17925e+09,-93.0994
5.17925e+09,-93.8721
5.17926e+09,-92.9303
5.17926e+09,-126.982
5.17926e+09,-93.011
5.17926e+09,-98.0821
5.17926e+09,-101.829
5.17926e+09,-92.8001
5.17926e+09,-88.7923
5.17926e+09,-90.702
5.17926e+09,-93.8831
5.17926e+09,-92.7254
5.17926e+09,-95.7538
5.17926e+09,-93.5899
5.17926e+09,-96.1692
5.17926e+09,-108.085
5.17926e+09,-93.2775
5.17926e+09,-89.0403
5.17926e+09,-93.9064
5.17926e+09,-102.961
5.17926e+09,-92.7925
5.17927e+09,-100.734
5.17927e+09,-93.7177
5.17927e+09,-96.4963
5.17927e+09,-101.33
5.17927e+09,-106.665
5.17927e+09,-98.5369
5.17927e+09,-96.8459
5.17927e+09,-99.6868
5.17927e+09,-92.725
5.17927e+09,-92.0189
5.17927e+09,-94.7507
5.17927e+09,-91.3201
5.17927e+09,-92.6441
5.17927e+09,-94.2669
5.17927e+09,-89.2205
5.17927e+09,-90.3409
5.17927e+09,-98.1856
5.17927e+09,-91.0405
5.17927e+09,-94.6006
5.17927e+09,-91.6462
5.17928e+09,-91.1167
5.17928e+09,-90.9278
5.17928e+09,-89.8249
5.17928e+09,-88.4224
5.17928e+09,-88.5593
5.17928e+09,-90.216
5.17928e+09,-93.9759
5.17928e+09,-96.0139
5.17928e+09,-94.458
5.17928e+09,-100.019
5.17928e+09,-102.003
5.17928e+09,-94.0911
5.17928e+09,-87.6122
5.17928e+09,-87.2728
5.17928e+09,-91.674
5.17928e+09,-106.453
5.17928e+09,-105.938
5.17928e+09,-113.265
5.17928e+09,-103.138
5.17928e+09,-99.5104
5.17929e+09,-96.7252
5.17929e+09,-94.5596
5.17929e+09,-93.4277
5.17929e+09,-87.4997
5.17929e+09,-86.1937
5.17929e+09,-92.0145
5.17929e+09,-110.484
5.17929e+09,-96.39
5.17929e+09,-101.074
5.17929e+09,-99.4177
5.17929e+09,-90.4146
5.17929e+09,-90.4053
5.17929e+09,-90.683
5.17929e+09,-88.8355
5.17929e+09,-91.1718
5.17929e+09,-91.2246
5.17929e+09,-92.0771
5.17929e+09,-97.4637
5.17929e+09,-89.2753
5.1793e+09,-85.6788
5.1793e+09,-86.1581
5.1793e+09,-87.3485
5.1793e+09,-91.0819
5.1793e+09,-93.761
5.1793e+09,-92.508
5.1793e+09,-92.5451
5.1793e+09,-95.6714
5.1793e+09,-94.141
5.1793e+09,-98.0761
5.1793e+09,-102.532
5.1793e+09,-93.8894
5.1793e+09,-90.7633
5.1793e+09,-93.3894
5.1793e+09,-91.0109
5.1793e+09,-91.6502
5.1793e+09,-90.4466
5.1793e+09,-89.8274
5.1793e+09,-90.0848
5.1793e+09,-97.7919
5.17931e+09,-95.594
5.17931e+09,-97.9894
5.17931e+09,-95.3273
5.17931e+09,-92.7677
5.17931e+09,-92.6058
5.17931e+09,-99.5654
5.17931e+09,-91.3019
5.17931e+09,-89.9109
5.17931e+09,-93.98
5.17931e+09,-93.6429
5.17931e+09,-102.633
5.17931e+09,-96.9746
5.17931e+09,-91.2753
5.17931e+09,-96.9841
5.17931e+09,-100.721
5.17931e+09,-100.768
5.17931e+09,-91.7023
5.17931e+09,-90.0544
5.17931e+09,-95.3606
5.17932e+09,-100.896
5.17932e+09,-96.24
5.17932e+09,-93.3056
5.17932e+09,-94.1418
5.17932e+09,-98.5257
5.17932e+09,-89.1745
5.17932e+09,-89.24
5.17932e+09,-91.064
5.17932e+09,-91.7439
5.17932e+09,-89.3484
5.17932e+09,-97.1493
5.17932e+09,-95.2226
5.17932e+09,-93.4177
5.17932e+09,-100.042
5.17932e+09,-99.8796
5.17932e+09,-92.2481
5.17932e+09,-92.8668
5.17932e+09,-108.086
5.17932e+09,-92.62
5.17932e+09,-91.2856
5.17933e+09,-94.857
5.17933e+09,-101.735
5.17933e+09,-98.919
5.17933e+09,-93.5671
5.17933e+09,-95.7295
5.17933e+09,-100.574
5.17933e+09,-98.324
5.17933e+09,-94.2272
5.17933e+09,-86.6083
5.17933e+09,-87.5783
5.17933e+09,-97.1951
5.17933e+09,-102.033
5.17933e+09,-101.226
5.17933e+09,-89.9681
5.17933e+09,-95.6321
5.17933e+09,-116.451
5.17933e+09,-99.9863
5.17933e+09,-103.821
5.17933e+09,-96.1077
5.17934e+09,-94.933
5.17934e+09,-113.671
5.17934e+09,-106.199
5.17934e+09,-103.57
5.17934e+09,-108.569
5.17934e+09,-101.001
5.17934e+09,-100.126
5.17934e+09,-91.9837
5.17934e+09,-92.1025
5.17934e+09,-95.3224
5.17934e+09,-92.2315
5.17934e+09,-89.7332
5.17934e+09,-93.642
5.17934e+09,-92.4482
5.17934e+09,-96.7648
5.17934e+09,-89.0098
5.17934e+09,-91.5435
5.17934e+09,-95.7126
5.17934e+09,-90.5282
5.17934e+09,-93.189
5.17935e+09,-95.4837
5.17935e+09,-93.455
5.17935e+09,-93.2336
5.17935e+09,-97.5022
5.17935e+09,-95.881
5.17935e+09,-99.7484
5.17935e+09,-101.332
5.17935e+09,-102.374
5.17935e+09,-104.175
5.17935e+09,-95.114
5.17935e+09,-98.618
5.17935e+09,-102.378
5.17935e+09,-99.7385
5.17935e+09,-98.176
5.17935e+09,-100.162
5.17935e+09,-89.7088
5.17935e+09,-95.8667
5.17935e+09,-95.5789
5.17935e+09,-95.8184
5.17936e+09,-104.414
5.17936e+09,-99.0273
5.17936e+09,-102.116
5.17936e+09,-103.138
5.17936e+09,-106.964
5.17936e+09,-99.751
5.17936e+09,-91.753
5.17936e+09,-89.4186
5.17936e+09,-95.4921
5.17936e+09,-98.8545
5.17936e+09,-92.4549
5.17936e+09,-91.5541
5.17936e+09,-101.189
5.17936e+09,-96.8851
5.17936e+09,-106.768
5.17936e+09,-98.9764
5.17936e+09,-95.661
5.17936e+09,-99.4719
5.17936e+09,-90.7656
5.17936e+09,-87.6187
5.17937e+09,-92.8272
5.17937e+09,-93.1662
5.17937e+09,-90.6266
5.17937e+09,-92.6173
5.17937e+09,-95.4734
5.17937e+09,-108.588
5.17937e+09,-98.0611
5.17937e+09,-106.464
5.17937e+09,-96.2123
5.17937e+09,-91.1134
5.17937e+09,-90.4856
5.17937e+09,-99.3616
5.17937e+09,-94.7553
5.17937e+09,-95.4921
5.17937e+09,-97.1358
5.17937e+09,-92.2813
5.17937e+09,-93.426
5.17937e+09,-96.6146
5.17937e+09,-94.5448
5.17938e+09,-90.326
5.17938e+09,-91.5583
5.17938e+09,-99.6945
5.17938e+09,-97.017
5.17938e+09,-96.5987
5.17938e+09,-92.0876
5.17938e+09,-93.1779
5.17938e+09,-98.6161
5.17938e+09,-99.1714
5.17938e+09,-117.224
5.17938e+09,-93.1286
5.17938e+09,-92.3337
5.17938e+09,-101.939
5.17938e+09,-95.4501
5.17938e+09,-98.2274
5.17938e+09,-102.618
5.17938e+09,-90.8263
5.17938e+09,-86.9406
5.17938e+09,-88.7775
5.17938e+09,-94.472
5.17939e+09,-92.5234
5.17939e+09,-93.7057
5.17939e+09,-105.695
5.17939e+09,-95.6559
5.17939e+09,-97.7212
5.17939e+09,-95.8624
5.17939e+09,-96.4772
5.17939e+09,-96.1502
5.17939e+09,-93.1846
5.17939e+09,-90.3595
5.17939e+09,-91.0147
5.17939e+09,-104.709
5.17939e+09,-93.6314
5.17939e+09,-93.0087
5.17939e+09,-92.1561
5.17939e+09,-96.5377
5.17939e+09,-103.015
5.17939e+09,-98.504
5.17939e+09,-97.917
5.1794e+09,-96.2727
5.1794e+09,-88.4529
5.1794e+09,-90.7145
5.1794e+09,-103.691
5.1794e+09,-97.8833
5.1794e+09,-99.5803
5.1794e+09,-95.4081
5.1794e+09,-92.1859
5.1794e+09,-95.082
5.1794e+09,-96.1691
5.1794e+09,-92.5817
5.1794e+09,-92.1535
5.1794e+09,-95.8873
5.1794e+09,-98.2507
5.1794e+09,-97.8232
5.1794e+09,-106.236
5.1794e+09,-94.4519
5.1794e+09,-87.8488
5.1794e+09,-86.6223
5.1794e+09,-91.7529
5.17941e+09,-92.2118
5.17941e+09,-88.0919
5.17941e+09,-93.9591
5.17941e+09,-96.1412
5.17941e+09,-97.8689
5.17941e+09,-88.6862
5.17941e+09,-89.6587
5.17941e+09,-93.7428
5.17941e+09,-90.7712
5.17941e+09,-89.1069
5.17941e+09,-94.1813
5.17941e+09,-103.028
5.17941e+09,-102.878
5.17941e+09,-96.3029
5.17941e+09,-97.6456
5.17941e+09,-102.33
5.17941e+09,-110.408
5.17941e+09,-96.7076
5.17941e+09,-91.8212
5.17942e+09,-90.5834
5.17942e+09,-87.4366
5.17942e+09,-88.0399
5.17942e+09,-98.1387
5.17942e+09,-103.227
5.17942e+09,-97.6253
5.17942e+09,-90.4651
5.17942e+09,-88.1725
5.17942e+09,-89.2371
5.17942e+09,-93.4214
5.17942e+09,-103.842
5.17942e+09,-91.3223
5.17942e+09,-91.831
5.17942e+09,-95.5481
5.17942e+09,-98.3008
5.17942e+09,-89.7921
5.17942e+09,-96.5376
5.17942e+09,-92.9555
5.17942e+09,-91.2654
5.17942e+09,-93.5776
5.17943e+09,-91.2508
5.17943e+09,-91.5298
5.17943e+09,-99.8106
5.17943e+09,-92.3306
5.17943e+09,-89.2209
5.17943e+09,-90.9724
5.17943e+09,-95.8703
5.17943e+09,-95.2944
5.17943e+09,-100.929
5.17943e+09,-99.4463
5.17943e+09,-92.2482
5.17943e+09,-93.4707
5.17943e+09,-105.213
5.17943e+09,-100.549
5.17943e+09,-95.6159
5.17943e+09,-93.0213
5.17943e+09,-90.3886
5.17943e+09,-88.8662
5.17943e+09,-90.2066
5.17944e+09,-93.4757
5.17944e+09,-104.769
5.17944e+09,-101.596
5.17944e+09,-106.254
5.17944e+09,-94.0942
5.17944e+09,-93.569
5.17944e+09,-97.6485
5.17944e+09,-101.314
5.17944e+09,-100.409
5.17944e+09,-97.6911
5.17944e+09,-94.1684
5.17944e+09,-91.3138
5.17944e+09,-95.7505
5.17944e+09,-96.3105
5.17944e+09,-89.9935
5.17944e+09,-93.4489
5.17944e+09,-95.2583
5.17944e+09,-97.4498
5.17944e+09,-95.4704
5.17944e+09,-94.2273
5.17945e+09,-101.042
5.17945e+09,-91.8544
5.17945e+09,-88.2706
5.17945e+09,-92.7017
5.17945e+09,-98.1666
5.17945e+09,-94.037
5.17945e+09,-93.8341
5.17945e+09,-90.2684
5.17945e+09,-91.0303
5.17945e+09,-96.2423
5.17945e+09,-106.25
5.17945e+09,-106.127
5.17945e+09,-94.5403
5.17945e+09,-96.9782
5.17945e+09,-104.896
5.17945e+09,-98.2024
5.17945e+09,-102.496
5.17945e+09,-114.971
5.17945e+09,-96.5562
5.17945e+09,-93.0813
5.17946e+09,-95.6698
5.17946e+09,-89.4237
5.17946e+09,-90.7823
5.17946e+09,-97.6116
5.17946e+09,-87.4964
5.17946e+09,-89.7912
5.17946e+09,-107.657
5.17946e+09,-98.0402
5.17946e+09,-94.1289
5.17946e+09,-95.7072
5.17946e+09,-103.426
5.17946e+09,-95.1652
5.17946e+09,-87.8079
5.17946e+09,-92.0071
5.17946e+09,-92.3951
5.17946e+09,-94.9173
5.17946e+09,-96.368
5.17946e+09,-95.073
5.17946e+09,-95.3429
5.17947e+09,-93.7424
5.17947e+09,-105.224
5.17947e+09,-95.1869
5.17947e+09,-96.5297
5.17947e+09,-95.2072
5.17947e+09,-92.2607
5.17947e+09,-95.4105
5.17947e+09,-93.7021
5.17947e+09,-89.9403
5.17947e+09,-89.1816
5.17947e+09,-90.0157
5.17947e+09,-91.0136
5.17947e+09,-98.4324
5.17947e+09,-95.6466
5.17947e+09,-94.9732
5.17947e+09,-92.8241
5.17947e+09,-89.805
5.17947e+09,-93.3496
5.17947e+09,-99.037
5.17947e+09,-94.171
5.17948e+09,-87.5525
5.17948e+09,-88.0293
5.17948e+09,-92.3566
5.17948e+09,-92.3769
5.17948e+09,-97.6094
5.17948e+09,-93.2975
5.17948e+09,-94.6147
5.17948e+09,-106.386
5.17948e+09,-90.7541
5.17948e+09,-86.1221
5.17948e+09,-86.2829
5.17948e+09,-88.843
5.17948e+09,-94.4245
5.17948e+09,-96.1889
5.17948e+09,-98.8053
5.17948e+09,-95.3213
5.17948e+09,-95.3781
5.17948e+09,-93.4314
5.17948e+09,-90.0597
5.17949e+09,-96.1047
5.17949e+09,-94.7045
5.17949e+09,-93.1828
5.17949e+09,-99.086
5.17949e+09,-98.5442
5.17949e+09,-98.4984
5.17949e+09,-105.556
5.17949e+09,-98.9384
5.17949e+09,-92.7742
5.17949e+09,-89.9645
5.17949e+09,-92.3165
5.17949e+09,-95.369
5.17949e+09,-96.817
5.17949e+09,-98.3519
5.17949e+09,-101.921
5.17949e+09,-93.0602
5.17949e+09,-91.0812
5.17949e+09,-100.257
5.17949e+09,-93.8951
5.17949e+09,-99.4059
5.1795e+09,-103.623
5.1795e+09,-92.37
5.1795e+09,-88.6339
5.1795e+09,-93.217
5.1795e+09,-96.6289
5.1795e+09,-95.646
5.1795e+09,-90.6636
5.1795e+09,-101.682
5.1795e+09,-91.0015
5.1795e+09,-89.8628
5.1795e+09,-90.9729
5.1795e+09,-88.3514
5.1795e+09,-90.1011
5.1795e+09,-89.6251
5.1795e+09,-90.8705
5.1795e+09,-95.0646
5.1795e+09,-103.8
5.1795e+09,-91.712
5.1795e+09,-90.5945
5.17951e+09,-89.8056
5.17951e+09,-90.74
5.17951e+09,-94.8295
5.17951e+09,-93.4022
5.17951e+09,-88.6463
5.17951e+09,-89.3026
5.17951e+09,-91.9668
5.17951e+09,-94.8123
5.17951e+09,-95.1405
5.17951e+09,-97.9224
5.17951e+09,-89.6861
5.17951e+09,-89.5515
5.17951e+09,-94.9913
5.17951e+09,-97.486
5.17951e+09,-105.216
5.17951e+09,-100.513
5.17951e+09,-106.663
5.17951e+09,-98.2604
5.17951e+09,-96.0388
5.17951e+09,-97.3916
5.17952e+09,-94.6703
5.17952e+09,-91.8793
5.17952e+09,-94.7267
5.17952e+09,-90.7183
5.17952e+09,-91.0961
5.17952e+09,-94.0421
5.17952e+09,-107.71
5.17952e+09,-91.357
5.17952e+09,-87.4297
5.17952e+09,-92.6601
5.17952e+09,-98.7511
5.17952e+09,-97.0247
5.17952e+09,-89.5033
5.17952e+09,-85.8035
5.17952e+09,-90.073
5.17952e+09,-104.413
5.17952e+09,-95.4754
5.17952e+09,-96.675
5.17952e+09,-97.0432
5.17953e+09,-95.2933
5.17953e+09,-105.49
5.17953e+09,-99.2505
5.17953e+09,-94.5334
5.17953e+09,-96.3568
5.17953e+09,-102.734
5.17953e+09,-98.7932
5.17953e+09,-95.2453
5.17953e+09,-92.0343
5.17953e+09,-92.009
5.17953e+09,-98.0624
5.17953e+09,-105.202
5.17953e+09,-97.8326
5.17953e+09,-96.5804
5.17953e+09,-96.9916
5.17953e+09,-103.089
5.17953e+09,-97.1187
5.17953e+09,-94.8828
5.17953e+09,-98.0015
5.17953e+09,-100.5
5.17954e+09,-95.6329
5.17954e+09,-94.8667
5.17954e+09,-100.182
5.17954e+09,-92.6629
5.17954e+09,-91.3189
5.17954e+09,-89.651
5.17954e+09,-98.7597
5.17954e+09,-90.799
5.17954e+09,-89.3571
5.17954e+09,-87.2973
5.17954e+09,-90.7299
5.17954e+09,-99.6735
5.17954e+09,-91.9538
5.17954e+09,-89.3237
5.17954e+09,-95.7257
5.17954e+09,-92.5145
5.17954e+09,-95.8432
5.17954e+09,-89.9305
5.17954e+09,-88.4288
5.17955e+09,-91.7415
5.17955e+09,-89.4705
5.17955e+09,-92.7813
5.17955e+09,-113.764
5.17955e+09,-88.6333
5.17955e+09,-85.6647
5.17955e+09,-90.5177
5.17955e+09,-102.431
5.17955e+09,-108.305
5.17955e+09,-92.189
5.17955e+09,-90.4725
5.17955e+09,-96.1181
5.17955e+09,-98.2599
5.17955e+09,-92.0737
5.17955e+09,-91.0184
5.17955e+09,-96.9566
5.17955e+09,-99.4476
5.17955e+09,-94.0073
5.17955e+09,-93.1427
5.17955e+09,-97.7569
5.17956e+09,-92.3737
5.17956e+09,-87.3643
5.17956e+09,-89.1062
5.17956e+09,-103.055
5.17956e+09,-95.9505
5.17956e+09,-93.9569
5.17956e+09,-99.2772
5.17956e+09,-105.455
5.17956e+09,-94.8381
5.17956e+09,-88.1441
5.17956e+09,-87.6134
5.17956e+09,-89.8154
5.17956e+09,-98.4703
5.17956e+09,-89.9281
5.17956e+09,-89.9102
5.17956e+09,-95.6953
5.17956e+09,-93.5834
5.17956e+09,-101.067
5.17956e+09,-102.499
5.17957e+09,-104.994
5.17957e+09,-93.4751
5.17957e+09,-100.629
5.17957e+09,-101.33
5.17957e+09,-97.8804
5.17957e+09,-107.908
5.17957e+09,-93.1747
5.17957e+09,-91.936
5.17957e+09,-95.4079
5.17957e+09,-94.178
5.17957e+09,-108.073
5.17957e+09,-94.1751
5.17957e+09,-91.3057
5.17957e+09,-107.458
5.17957e+09,-98.4818
5.17957e+09,-89.9191
5.17957e+09,-89.5847
5.17957e+09,-96.9171
5.17957e+09,-109.196
5.17957e+09,-105.556
5.17958e+09,-97.0193
5.17958e+09,-93.4769
5.17958e+09,-91.4064
5.17958e+09,-95.1079
5.17958e+09,-97.1253
5.17958e+09,-98.6515
5.17958e+09,-99.3166
5.17958e+09,-94.1231
5.17958e+09,-91.7467
5.17958e+09,-95.406
5.17958e+09,-90.0997
5.17958e+09,-94.4068
5.17958e+09,-99.1625
5.17958e+09,-95.4252
5.17958e+09,-88.5018
5.17958e+09,-87.6958
5.17958e+09,-92.9198
5.17958e+09,-92.0801
5.17958e+09,-95.6872
5.17959e+09,-99.9453
5.17959e+09,-97.6072
5.17959e+09,-97.6283
5.17959e+09,-100.912
5.17959e+09,-97.8394
5.17959e+09,-89.2181
